Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,1054.650024,1227.609985,1054.650024,1147.449951,-86.326973,178970.0
2000-01-05,1113.709961,1172.77002,1071.52002,1122.140015,-84.422821,203860.0
2000-01-06,1122.140015,1147.449951,1079.959961,1079.959961,-81.249466,122079.0
2000-01-07,1079.959961,1181.199951,1071.52002,1117.920044,-84.105331,228750.0
2000-01-10,1139.02002,1164.329956,1113.709961,1139.02002,-85.692764,144598.0
2000-01-11,1139.02002,1155.890015,1096.829956,1155.890015,-86.961952,192008.0
2000-01-12,1155.890015,1328.849976,1139.02002,1328.849976,-99.974388,694546.0
2000-01-13,1354.170044,1497.599976,1311.97998,1316.199951,-99.022682,1192343.0
2000-01-14,1324.640015,1400.569946,1307.76001,1341.51001,-100.926849,487130.0
2000-01-17,1324.640015,1349.949951,1278.22998,1303.540039,-98.070236,257195.0
2000-01-18,1303.540039,1459.630005,1240.26001,1307.76001,-98.387711,589060.0
2000-01-19,1307.76001,1392.130005,1278.22998,1324.640015,-99.657654,374533.0
2000-01-20,1324.640015,1358.380005,1282.449951,1290.890015,-97.118515,235861.0
2000-01-21,1290.890015,1425.880005,1274.01001,1392.130005,-104.735184,843885.0
2000-01-24,1425.880005,1598.839966,1400.569946,1598.839966,-120.286743,1214863.0
2000-01-25,1586.189941,1729.619995,1518.689941,1518.689941,-114.25676,1981708.0
2000-01-26,1552.439941,1569.310059,1442.76001,1493.380005,-112.3526,714695.0
2000-01-27,1489.160034,1636.810059,1484.939941,1603.060059,-120.604233,957667.0
2000-01-28,1619.939941,1645.25,1560.880005,1586.189941,-119.335045,577208.0
2000-01-31,1560.880005,1560.880005,1455.410034,1476.5,-111.082642,715880.0
2000-02-01,1476.5,1497.599976,1392.130005,1392.130005,-104.735184,699287.0
2000-02-02,1349.949951,1459.630005,1349.949951,1400.569946,-105.370155,952927.0
2000-02-03,1409.01001,1451.189941,1375.26001,1375.26001,-103.465996,510835.0
2000-02-04,1375.26001,1375.26001,1375.26001,1375.26001,-103.465996,0.0
2000-02-07,1383.699951,1392.130005,1324.640015,1362.599976,-102.513512,523873.0
2000-02-08,1349.949951,1560.880005,1299.319946,1518.689941,-114.25676,1491022.0
2000-02-09,1527.130005,1746.48999,1476.5,1746.48999,-131.39502,4012010.0
2000-02-10,1746.48999,1843.52002,1535.560059,1560.880005,-117.43087,2937005.0
2000-02-11,1586.189941,1586.189941,1442.76001,1455.410034,-109.495972,1396203.0
2000-02-14,1455.410034,1455.410034,1286.670044,1286.670044,-96.801033,945815.0
2000-02-15,1282.449951,1392.130005,1189.640015,1265.569946,-95.213593,821366.0
2000-02-16,1282.449951,1303.540039,1168.550049,1223.390015,-92.040237,661359.0
2000-02-17,1223.390015,1265.569946,1181.199951,1206.51001,-90.770302,593801.0
2000-02-18,1236.040039,1324.640015,1202.300049,1248.699951,-93.944389,1475614.0
2000-02-21,1248.699951,1257.140015,1113.709961,1139.02002,-85.692764,674397.0
2000-02-22,1143.23999,1198.079956,1096.829956,1151.670044,-86.644463,763289.0
2000-02-23,1198.079956,1261.359985,1143.23999,1189.640015,-89.501091,1227900.0
2000-02-24,1189.640015,1189.640015,1096.829956,1164.329956,-87.596931,1642732.0
2000-02-25,1122.140015,1307.76001,1122.140015,1231.829956,-92.675201,1533690.0
2000-02-28,1240.26001,1299.319946,1198.079956,1227.609985,-92.357727,935148.0
2000-02-29,1240.26001,1349.949951,1240.26001,1265.569946,-95.213593,1374869.0
2000-03-01,1265.569946,1265.569946,1265.569946,1265.569946,-95.213593,0.0
2000-03-02,1265.569946,1324.640015,1236.040039,1265.569946,-95.213593,1008632.0
2000-03-03,1307.76001,1307.76001,1227.609985,1227.609985,-92.357727,584319.0
2000-03-06,1265.569946,1392.130005,1181.199951,1375.26001,-103.465996,1591767.0
2000-03-07,1383.699951,1392.130005,1290.890015,1290.890015,-97.118515,782253.0
2000-03-08,1290.890015,1383.699951,1223.390015,1316.199951,-99.022682,1013373.0
2000-03-09,1349.949951,1366.819946,1248.699951,1248.699951,-93.944389,647137.0
2000-03-10,1434.319946,1434.319946,1434.319946,1434.319946,-107.909279,702843.0
2000-03-13,1649.469971,1649.469971,1649.469971,1649.469971,-124.09584,107856.0
2000-03-14,1894.140015,1894.140015,1894.140015,1894.140015,-142.503281,227565.0
2000-03-15,2176.790039,2176.790039,2159.909912,2176.790039,-163.768112,4328467.0
2000-03-16,2501.620117,2501.620117,1851.959961,1851.959961,-139.329926,10782056.0
2000-03-17,1881.48999,1940.550049,1628.369995,1653.680054,-124.412575,3907710.0
2000-03-20,1721.180054,1754.930054,1527.130005,1645.25,-123.778351,3021156.0
2000-03-21,1636.810059,1771.810059,1560.880005,1662.119995,-125.047539,2881299.0
2000-03-22,1611.5,1759.150024,1611.5,1645.25,-123.778351,2573139.0
2000-03-23,1662.119995,1712.73999,1573.530029,1611.5,-121.239212,1390277.0
2000-03-24,1641.030029,1851.959961,1624.150024,1754.930054,-132.029984,3549770.0
2000-03-27,1687.430054,1780.23999,1645.25,1653.680054,-124.412575,1876222.0
2000-03-28,1683.209961,1898.359985,1653.680054,1898.359985,-142.82077,3459692.0
2000-03-29,1961.640015,2083.97998,1712.73999,1771.810059,-133.299942,3345910.0
2000-03-30,1771.810059,1856.180054,1712.73999,1721.180054,-129.49086,722992.0
2000-03-31,1704.310059,1898.359985,1687.430054,1712.73999,-128.855881,1427019.0
2000-04-03,1746.48999,1839.300049,1687.430054,1729.619995,-130.125824,1570432.0
2000-04-04,1738.060059,1788.680054,1560.880005,1577.75,-118.70005,737214.0
2000-04-05,1577.75,1577.75,1577.75,1577.75,-118.70005,0.0
2000-04-06,1560.880005,1590.410034,1459.630005,1459.630005,-109.813446,701657.0
2000-04-07,1459.630005,1560.880005,1409.01001,1510.25,-113.62178,1001521.0
2000-04-10,1535.560059,1679.0,1510.25,1560.880005,-117.43087,1297829.0
2000-04-11,1560.880005,1569.310059,1468.069946,1484.939941,-111.717613,602098.0
2000-04-12,1480.719971,1510.25,1409.01001,1434.319946,-107.909279,430239.0
